location,target,value
1,2020-02-01,0
1,2020-02-02,0
1,2020-02-03,0
1,2020-02-04,0
1,2020-02-05,0
1,2020-02-06,0
1,2020-02-07,0
1,2020-02-08,0
1,2020-02-09,0
1,2020-02-10,0
1,2020-02-11,0
1,2020-02-12,0
1,2020-02-13,0
1,2020-02-14,0
1,2020-02-15,0
1,2020-02-16,0
1,2020-02-17,0
1,2020-02-18,0
1,2020-02-19,0
1,2020-02-20,0
1,2020-02-21,0
1,2020-02-22,0
1,2020-02-23,0
1,2020-02-24,0
1,2020-02-25,0
1,2020-02-26,0
1,2020-02-27,0
1,2020-02-28,0.0343539313780221
1,2020-02-29,0.0687078627560442
1,2020-03-01,0.0687078627560442
1,2020-03-02,0.137415725512088
1,2020-03-03,0.17176965689011
1,2020-03-04,0.17176965689011
1,2020-03-05,0.206123588268132
1,2020-03-06,0.240477519646154
1,2020-03-07,0.206123588268132
1,2020-03-08,0.240477519646154
1,2020-03-09,0.274831451024177
1,2020-03-10,0.480955039292309
1,2020-03-11,1.13367973547473
1,2020-03-12,1.7176965689011
1,2020-03-13,2.57654485335166
1,2020-03-14,3.40103920642419
1,2020-03-15,4.08811783398463
1,2020-03-16,4.9813200498132
1,2020-03-17,6.32112337355606
1,2020-03-18,7.48915704040881
1,2020-03-19,8.93202215828574
1,2020-03-20,10.6840726585649
1,2020-03-21,11.4055052175033
1,2020-03-22,11.8521063254176
1,2020-03-23,14.050757933611
1,2020-03-24,15.9058702280242
1,2020-03-25,17.0395499634989
1,2020-03-26,18.2762914931077
1,2020-03-27,19.6504487482286
1,2020-03-28,20.8871902778374
1,2020-03-29,21.1620217288616
1,2020-03-30,20.6467127581913
1,2020-03-31,20.7841284837034
1,2020-04-01,21.2994374543737
1,2020-04-02,21.814746425044
1,2020-04-03,21.6429767681539
1,2020-04-04,21.1620217288616
1,2020-04-05,20.9215442092154
1,2020-04-06,20.3375273757891
1,2020-04-07,20.6123588268132
1,2020-04-08,20.234465581655
1,2020-04-09,19.5817408854726
1,2020-04-10,16.8677803066088
1,2020-04-11,15.9402241594022
1,2020-04-12,15.2874994632198
1,2020-04-13,16.5585949242066
1,2020-04-14,13.3293253746726
1,2020-04-15,11.6803366685275
1,2020-04-16,10.3061794134066
1,2020-04-17,10.5123030016748
1,2020-04-18,9.99699403100442
1,2020-04-19,9.75651651135827
1,2020-04-20,7.35174131489672
1,2020-04-21,8.03881994245716
1,2020-04-22,7.79834242281101
1,2020-04-23,7.42044917765277
1,2020-04-24,7.38609524627475
1,2020-04-25,7.07690986387255
1,2020-04-26,6.97384806973848
1,2020-04-27,6.45853909906815
1,2020-04-28,5.9088761970198
1,2020-04-29,5.32485936359342
1,2020-04-30,4.53471894189891
1,2020-05-01,3.64151672607034
1,2020-05-02,3.46974706918023
1,2020-05-03,4.94696611843518
1,2020-05-04,5.05002791256925
1,2020-05-05,6.04629192253188
1,2020-05-06,5.97758405977584
1,2020-05-07,6.52724696182419
1,2020-05-08,6.83643234422639
1,2020-05-09,7.14561772662859
1,2020-05-10,6.14935371666595
1,2020-05-11,5.77146047150771
